Rv	gene	len	strand	H37Rv_1B_1	H37Rv_1B_2	H37Rv_1B_3	H37Rv_2G1B_1	H37Rv_2G1B_2	H37Rv_2G1B_3	H37Rv_4G_1	H37Rv_4G_2	H37Rv_4G_3	H37Rv_HiFe_1	H37Rv_HiFe_2	H37Rv_HiFe_3	H37Rv_LoFe_1D_1	H37Rv_LoFe_1D_2	H37Rv_LoFe_1D_3	H37Rv_LoFe_1W_1	H37Rv_LoFe_1W_2	H37Rv_LoFe_1W_3	H37Rv_TOL_1	H37Rv_TOL_2	H37Rv_TOL_LpH_1	H37Rv_TOL_LpH_2	W_1	W_2	W_3	W_D516V_1	W_D516V_2	W_D516V_3	W_H526D_1	W_H526R_1	W_H526R_2	W_H526R_3	W_S531L_1	W_S531L_2	W_S531L_3
Rv3290c	lat	1350	-	846.0	1263.9	904.5	77.7	81.4	97.3	93.9	80.9	101.9	74.2	75.6	73.1	346.5	377.5	397.9	1547.3	1899.8	1572.6	137.8	155.8	244.7	293.1	144.5	117.7	139.2	232.7	210.5	269.6	181.0	366.7	129.2	384.1	126.6	159.2	169.6
Rv3291c	-	453	-	49.4	24.0	35.2	34.4	25.6	25.3	47.1	57.0	51.0	48.5	43.5	23.3	14.2	26.7	25.9	12.6	11.0	10.3	59.4	56.0	45.8	58.3	53.1	42.1	46.1	75.2	52.8	62.7	69.7	107.4	80.4	97.0	53.2	17.5	42.5
Rv3292	-	1248	+	79.5	116.9	75.0	51.2	49.3	46.0	21.2	35.2	25.1	80.3	76.2	67.6	101.6	86.4	64.1	52.6	51.0	55.5	87.8	92.0	41.1	32.7	93.0	103.8	113.2	106.0	116.4	112.7	107.1	108.6	109.5	101.2	106.2	98.0	97.3
Rv3293	pcd	1485	+	52.6	54.7	56.5	57.4	64.4	61.7	29.6	30.7	33.6	94.4	106.6	114.9	114.7	86.0	101.0	62.3	60.7	57.1	66.2	66.4	25.3	22.3	86.4	96.9	106.9	79.8	99.5	83.5	155.0	73.3	102.7	79.6	126.3	125.3	104.1
Rv3294c	-	810	-	0.7	2.1	1.5	1.8	2.7	0.6	2.7	3.1	3.0	2.6	1.3	1.2	0.6	2.7	4.3	4.0	1.7	2.9	1.5	2.4	4.4	13.0	8.3	8.2	4.5	8.8	5.1	4.7	9.9	13.8	6.4	10.6	7.7	8.2	10.8
Rv3295	-	666	+	461.4	492.4	446.9	488.6	414.0	422.4	417.7	433.9	412.7	497.0	505.2	446.0	205.2	170.2	340.5	131.7	139.3	150.7	477.6	496.5	276.6	222.2	1009.6	833.5	1081.8	1306.5	1424.3	1160.8	1057.1	1060.8	1276.8	1067.0	677.2	795.8	805.9
Rv3296	lhr	4542	+	42.0	40.8	36.5	53.9	54.3	61.0	44.8	35.1	33.8	72.3	81.4	83.3	72.6	62.1	80.1	57.6	61.0	56.0	47.6	48.9	26.7	21.9	130.6	157.3	141.1	131.9	157.4	133.1	183.6	91.6	110.8	100.6	136.9	163.4	135.1
Rv3297	nei	768	+	23.3	12.3	18.7	26.5	33.8	36.0	20.5	18.4	19.2	43.8	46.8	52.8	46.6	48.8	66.2	41.0	46.0	38.5	23.1	21.8	11.2	8.9	60.2	70.5	68.7	62.3	66.9	59.5	114.3	29.2	42.3	36.7	90.6	96.3	66.6
Rv3298c	lpqC	915	-	82.9	47.7	60.3	74.6	84.9	84.4	120.4	142.3	97.1	105.5	102.7	106.3	48.5	52.2	49.3	24.0	28.3	23.6	77.9	66.5	82.7	71.0	124.6	142.8	137.0	142.4	158.6	156.7	191.1	188.9	149.8	211.8	131.8	123.1	115.1
Rv3299c	atsB	2913	-	102.7	78.0	85.0	98.6	98.9	103.2	125.2	127.8	104.8	129.0	135.1	118.5	67.8	73.7	83.3	43.8	41.5	35.5	106.8	99.9	100.1	81.2	150.0	145.5	165.8	170.4	161.7	169.9	198.2	193.9	162.1	197.2	127.4	126.3	132.6
Rv3300c	-	918	-	81.0	63.7	74.6	96.7	88.1	85.2	124.4	124.8	113.8	115.4	98.8	95.3	69.4	71.0	79.5	45.7	34.8	32.3	94.3	91.4	103.3	97.0	125.3	129.2	148.3	137.1	153.6	152.7	168.8	160.0	135.2	161.5	112.7	122.1	115.9
Rv3301c	phoY1	666	-	137.7	93.8	114.5	153.1	144.6	128.4	159.3	156.5	159.1	181.7	170.3	187.9	116.2	105.1	105.3	61.2	59.2	56.4	186.7	186.5	153.5	153.5	237.7	233.7	262.2	217.4	225.5	223.2	286.6	286.0	286.5	293.9	202.3	216.7	224.4
Rv3302c	glpD2	1758	-	172.0	115.0	115.4	165.4	164.0	141.7	171.0	180.4	159.1	208.9	204.4	209.5	119.5	111.0	119.8	82.3	90.9	89.5	196.6	203.1	161.0	145.0	209.5	180.1	220.1	182.6	193.6	211.1	246.0	216.1	194.0	214.8	180.8	172.6	178.0
Rv3303c	lpdA	1482	-	67.4	59.5	57.7	83.1	79.6	72.0	75.9	95.4	72.4	140.5	134.2	137.9	69.6	65.1	79.0	62.7	61.9	60.4	113.1	109.7	84.9	78.1	172.4	173.0	186.7	129.6	148.7	147.8	215.7	173.0	142.7	174.0	186.0	178.2	155.9
Rv3304	-	480	+	79.3	77.9	88.5	139.1	105.8	115.7	83.4	75.0	75.6	189.7	192.6	172.1	83.0	78.9	47.5	54.9	52.0	47.6	161.3	164.0	96.3	58.6	225.4	232.2	285.6	169.1	195.8	213.4	206.9	231.8	250.2	199.8	225.2	232.7	249.3
Rv3305c	amiA1	1170	-	80.0	66.0	84.5	97.0	108.2	99.1	95.8	101.8	87.3	140.5	139.6	151.0	81.4	81.9	108.9	56.5	51.7	47.7	121.8	126.5	83.4	61.9	172.2	189.8	219.6	192.8	205.7	205.5	257.6	226.0	183.8	234.2	229.4	215.7	218.6
Rv3306c	amiB1	1185	-	133.1	84.9	83.1	104.3	119.6	114.7	120.4	116.1	117.6	158.4	174.4	200.1	86.7	74.4	116.3	55.2	64.8	50.6	137.6	137.2	63.3	69.7	218.5	230.7	239.0	200.2	219.0	221.4	292.1	214.3	211.0	252.2	272.5	265.8	234.1
Rv3307	deoD	807	+	89.1	76.6	62.7	115.0	104.9	104.2	72.7	57.7	52.9	184.2	179.9	203.3	92.6	76.2	72.3	55.4	55.4	50.4	178.3	184.6	37.3	21.7	271.9	380.6	367.8	275.8	345.7	355.5	487.8	242.2	248.8	235.6	398.6	451.8	353.8
Rv3308	pmmB	1605	+	24.6	26.4	25.5	52.0	51.9	55.3	22.3	20.9	19.7	94.8	102.5	103.6	41.5	36.3	29.6	19.0	20.1	12.9	57.0	58.7	12.3	12.5	111.1	129.7	120.5	102.8	114.1	97.4	153.8	64.8	90.1	77.9	128.3	133.8	109.7
Rv3309c	upp	624	-	22.4	33.5	38.5	40.2	29.2	25.5	47.3	55.9	49.8	52.0	48.2	54.9	38.6	33.0	19.1	34.0	32.9	34.8	58.5	70.0	68.9	76.0	111.0	109.8	78.5	61.9	66.7	77.9	83.5	106.3	75.7	84.8	94.5	82.7	105.6
Rv3310	-	900	+	108.4	83.5	79.6	127.8	94.5	77.6	37.7	52.7	57.8	124.3	142.4	96.3	46.8	36.2	37.3	15.6	15.3	22.3	216.0	202.8	47.4	37.9	159.2	163.1	177.2	130.2	137.6	134.7	123.6	190.1	273.7	178.2	144.4	131.6	145.2
Rv3311	-	1263	+	53.9	54.0	61.2	62.2	70.6	67.4	25.4	38.2	35.5	89.9	101.2	95.3	26.8	30.9	24.2	17.2	20.5	31.1	131.1	129.0	31.6	32.8	145.5	151.8	150.6	124.0	132.6	120.3	130.1	171.4	242.6	160.7	137.4	148.2	132.7
Rv3312c	-	927	-	149.1	103.0	133.8	143.7	142.2	145.6	247.2	220.2	201.1	137.5	121.0	141.4	148.6	154.5	124.8	74.5	64.0	56.5	99.3	87.6	221.8	204.8	59.0	62.9	68.2	64.0	70.3	73.2	80.9	74.8	45.4	68.1	68.4	70.2	76.4
Rv3312A	-	312	-	1844.5	1337.6	2256.7	1748.4	1329.6	1235.1	2872.6	2869.3	2299.3	797.7	763.7	719.3	1092.3	950.2	1077.4	282.6	322.9	323.1	1050.6	1012.5	2507.0	1753.6	119.5	110.4	117.3	121.9	115.0	133.3	146.2	271.4	148.1	205.4	105.1	101.3	123.4
Rv3313c	add	1098	-	106.8	99.7	83.4	101.9	103.3	99.3	85.9	120.1	109.1	129.2	124.5	147.6	52.5	64.9	55.3	28.6	27.3	30.2	135.6	136.3	141.0	113.6	163.3	161.0	204.7	235.2	244.5	257.9	207.2	361.6	195.4	308.9	191.7	177.3	173.2
Rv3314c	deoA	1284	-	43.3	41.8	33.2	31.8	41.6	35.4	43.7	44.2	36.7	55.0	49.7	65.2	34.8	21.9	26.6	10.3	10.2	12.2	46.7	50.4	51.3	41.6	55.9	63.7	76.1	74.7	80.8	94.0	77.4	84.3	49.8	69.3	77.1	95.9	68.9
Rv3315c	cdd	402	-	47.4	33.6	32.1	32.1	32.7	30.0	38.9	47.9	30.4	49.8	40.8	57.2	29.3	31.5	30.8	12.5	13.0	20.6	43.6	45.8	48.4	58.4	55.8	53.1	69.5	67.7	71.5	80.7	61.7	60.8	37.2	58.3	75.2	80.3	72.2
Rv3316	sdhC	339	+	67.6	54.2	46.3	71.5	68.7	58.5	33.4	54.3	38.4	70.9	78.9	45.7	35.9	34.0	41.2	20.6	9.8	17.9	95.9	103.9	29.3	30.6	101.9	82.6	112.0	114.4	105.6	110.4	98.5	130.3	117.9	93.2	78.1	77.4	92.9
Rv3317	sdhD	435	+	83.8	101.8	80.4	87.6	83.6	85.9	41.1	49.7	64.0	101.8	113.3	93.0	92.4	48.0	59.0	24.3	31.8	27.9	143.6	142.9	71.1	51.6	204.8	183.0	212.3	171.0	177.9	167.8	168.4	195.9	227.2	181.6	179.6	153.4	178.2
Rv3318	sdhA	1773	+	53.7	57.2	56.3	87.5	88.2	88.5	38.1	44.0	40.3	84.7	95.7	74.4	71.2	62.2	51.7	31.4	27.8	28.5	121.1	118.0	59.2	33.9	181.0	192.2	208.3	173.9	174.1	169.6	149.4	163.5	213.9	179.9	213.0	195.0	204.0
Rv3319	sdhB	792	+	77.3	73.6	76.1	126.6	134.1	151.4	47.5	63.3	57.7	141.6	155.5	136.9	83.9	86.1	69.6	41.6	47.6	44.7	194.2	197.3	94.2	60.8	387.2	370.6	373.8	298.4	315.7	291.1	264.7	289.9	409.6	291.8	380.8	360.3	394.4
Rv3320c	-	429	-	100.5	100.3	118.3	150.3	160.1	148.1	133.4	111.6	108.8	309.0	332.0	284.0	58.3	61.5	112.6	44.3	35.5	39.3	401.9	401.0	94.6	71.8	744.4	638.0	661.4	532.6	484.2	458.8	983.5	844.3	747.0	849.1	565.6	505.3	598.5
Rv3321c	-	243	-	129.4	94.9	84.5	131.9	134.3	111.9	115.3	94.3	115.6	221.1	244.4	207.9	37.4	53.2	99.7	46.2	41.3	39.4	353.3	321.0	81.3	52.2	619.0	606.1	648.6	674.4	714.1	618.0	1493.6	1390.6	1026.9	1570.9	582.4	528.9	675.8
Rv3322c	-	615	-	19.3	25.4	20.1	19.5	27.1	19.8	35.9	30.5	28.6	38.9	34.0	33.2	22.1	24.9	21.9	18.1	14.3	19.8	29.3	25.9	31.1	30.2	331.4	326.9	411.7	465.1	542.2	532.1	1514.5	1247.2	699.2	1266.5	442.1	393.0	380.8
Rv3323c	moaX	666	-	27.7	27.3	21.8	26.8	33.5	29.2	50.2	41.3	45.2	47.2	45.1	33.1	41.4	44.0	26.2	21.7	25.3	21.1	46.0	35.2	66.7	87.1	442.7	394.7	541.5	693.0	686.0	688.3	1650.4	1735.7	1041.7	1887.6	535.1	479.4	515.5
Rv3324c	moaC	555	-	13.9	11.7	9.9	16.3	8.6	9.2	11.9	15.5	9.5	16.6	13.2	20.9	13.6	12.6	8.7	8.3	9.4	12.6	18.2	15.5	17.4	24.4	375.3	343.7	469.3	619.2	604.8	557.9	1624.2	1716.9	947.6	1819.5	433.8	478.9	456.9
Rv3325	-	327	+	6.3	4.3	4.2	6.2	7.4	4.6	3.4	7.3	3.0	9.3	10.6	6.4	5.4	2.2	3.0	4.5	3.8	6.7	8.8	12.1	3.7	3.2	16.5	12.7	12.3	12.1	15.9	16.2	17.0	11.6	14.8	14.9	13.2	15.2	12.9
Rv3326	-	939	+	9.9	13.5	12.7	8.3	7.8	8.7	5.5	7.1	6.3	7.9	9.4	7.7	5.4	8.4	5.5	8.2	9.1	10.4	10.7	8.8	11.4	7.9	19.1	19.3	17.3	19.2	20.7	17.6	18.6	18.9	22.4	16.7	16.8	19.4	18.7
Rv3327	-	1713	+	9.2	10.2	9.9	12.2	10.8	10.5	7.7	9.3	6.8	12.0	13.2	13.6	8.2	7.6	5.5	6.3	6.2	4.9	7.6	6.4	10.0	7.4	14.2	15.8	15.7	19.0	19.1	20.2	22.0	21.5	24.3	21.2	14.5	15.3	15.2
Rv3328c	sigJ	939	-	105.5	64.6	78.0	72.7	100.6	102.9	124.4	111.2	100.0	100.4	101.0	122.1	57.6	71.7	102.1	59.9	64.0	77.8	57.6	60.1	79.8	67.7	134.3	140.2	134.3	162.9	180.3	176.4	207.2	144.5	124.4	154.6	159.5	175.4	125.1
Rv3329	-	1317	+	92.8	105.3	96.6	111.4	106.6	101.9	77.9	81.8	64.2	167.3	177.3	174.1	106.1	87.8	74.4	58.3	64.0	61.0	152.7	163.1	63.7	47.2	247.2	281.0	270.5	242.3	246.3	249.6	256.2	233.3	240.2	238.3	225.2	239.1	243.0
Rv3330	dacB1	1218	+	72.9	76.6	71.6	154.1	131.2	124.3	62.9	65.3	51.7	264.8	304.2	268.7	82.7	67.7	50.5	40.9	37.5	50.8	212.5	224.7	36.5	32.6	349.2	459.8	424.1	298.5	339.0	332.9	432.4	265.2	315.9	259.8	385.3	376.7	366.1
Rv3331	sugI	1509	+	130.7	108.6	116.6	117.3	111.8	103.1	111.5	109.0	97.7	155.4	146.3	171.8	120.1	114.7	94.6	58.0	51.5	55.9	109.7	107.7	77.4	73.5	138.6	153.8	169.2	325.8	365.8	384.3	192.6	261.2	230.0	302.5	132.1	144.6	122.4
Rv3332	nagA	1152	+	63.9	51.4	61.1	74.6	82.3	71.3	64.5	55.7	52.3	109.4	106.2	134.8	84.6	63.9	68.5	24.9	26.5	22.8	50.9	50.2	13.8	13.1	80.8	95.0	101.6	189.9	226.0	198.0	128.4	101.2	100.5	106.1	90.5	104.6	80.2
Rv3333c	-	846	-	13.2	14.9	12.1	12.7	11.4	11.8	15.7	17.7	12.5	18.4	20.5	28.0	10.4	14.2	11.6	8.1	7.3	7.9	10.9	13.9	19.3	14.8	19.3	36.8	32.5	17.7	22.0	21.7	48.7	22.8	17.2	21.9	31.6	18.2	27.1
Rv3334	-	441	+	318.6	1183.7	649.4	57.2	34.9	35.5	31.8	41.4	73.4	40.8	47.4	40.7	71.4	60.6	35.7	206.4	209.8	231.4	92.9	95.4	117.1	103.7	77.7	88.7	110.3	121.9	94.0	101.3	82.9	167.3	131.4	141.9	87.6	84.4	95.5
Rv3335c	-	870	-	99.6	89.3	77.6	98.1	105.9	115.6	101.7	88.9	87.9	154.6	134.3	186.1	88.7	65.1	111.8	54.3	46.0	45.4	150.1	138.3	67.7	63.9	335.5	311.9	323.1	252.4	268.0	280.9	402.5	236.2	225.6	251.6	335.4	302.5	331.1
Rv3336c	trpS	1011	-	139.8	148.7	177.9	212.9	226.2	213.6	150.4	183.0	142.6	268.5	270.8	230.4	125.5	157.7	183.3	95.9	93.1	80.1	321.9	322.9	141.4	115.6	691.7	657.6	578.3	671.9	571.2	540.6	580.1	584.6	574.5	538.9	573.7	466.0	557.9
Rv3337	-	387	+	144.3	200.0	170.2	96.4	85.4	96.6	107.2	116.6	153.9	156.7	150.3	111.7	657.0	560.4	719.4	411.8	326.0	388.7	78.1	81.1	112.3	108.0	47.4	43.9	43.7	66.2	89.5	68.3	66.2	71.0	86.1	76.6	37.3	39.9	35.1
Rv3338	-	645	+	101.1	139.4	122.8	67.6	74.5	83.4	79.0	88.1	102.4	134.6	133.1	91.6	539.1	485.3	567.3	310.8	249.7	306.4	47.4	50.3	91.8	81.8	41.4	45.1	42.1	51.5	64.8	52.9	52.2	55.8	70.1	60.3	38.6	39.1	27.4
Rv3339c	icd1	1230	-	93.0	104.9	98.9	92.0	107.4	113.5	99.6	88.4	80.7	174.8	188.8	150.2	81.9	103.6	122.2	101.5	85.4	76.3	182.5	193.8	96.0	128.7	455.7	390.3	384.1	337.3	310.6	299.3	399.3	289.1	296.2	284.6	351.7	316.3	412.5
Rv3340	metC	1350	+	207.7	422.7	303.1	83.0	77.2	73.2	65.4	67.1	80.1	85.4	84.7	84.5	92.6	92.1	57.5	125.8	121.5	141.6	82.9	77.6	681.7	580.8	166.0	200.9	150.8	123.6	119.9	111.6	128.2	127.8	123.9	116.0	163.4	194.7	193.4
Rv3341	metX	1140	+	336.7	451.6	381.4	130.7	128.3	137.7	97.5	112.7	119.5	107.5	116.6	123.7	151.2	127.1	89.5	149.2	155.8	167.1	83.3	79.9	694.0	559.3	138.7	163.5	158.5	131.9	146.6	145.6	149.9	107.4	140.2	121.9	185.9	195.8	159.7
Rv3342	-	732	+	214.3	229.9	193.4	92.3	94.6	103.6	77.2	66.2	75.9	80.2	78.9	109.2	101.0	105.6	87.5	115.5	122.5	99.8	51.4	49.8	426.4	394.9	96.1	112.6	98.9	80.4	105.0	92.6	147.3	71.8	106.0	84.8	131.9	169.4	129.2
Rv3343c	PPE54	7572	-	23.1	22.0	27.9	42.2	37.8	38.9	73.9	68.5	50.5	33.5	36.8	23.3	23.9	28.1	31.7	29.4	26.4	30.5	32.8	35.5	33.6	37.2	270.9	270.8	253.1	339.5	300.9	303.0	165.0	229.4	179.5	215.4	235.4	171.9	237.1
Rv3344c	PE_PGRS49	1455	-	8.5	6.5	8.5	13.6	14.0	15.1	14.4	8.5	8.2	17.8	19.7	25.5	21.3	18.6	18.9	24.7	34.9	27.2	3.8	5.6	8.8	6.7	11.7	17.8	14.2	12.9	20.0	14.8	36.6	9.3	11.9	15.4	25.0	19.3	15.8
Rv3345c	PE_PGRS50	4617	-	7.1	5.4	6.6	9.9	9.9	10.3	10.3	7.6	9.1	11.4	15.1	17.9	19.6	15.0	16.0	24.2	31.1	27.6	5.6	5.1	7.1	8.3	8.3	12.2	12.7	10.0	14.0	12.8	32.6	10.2	12.3	15.4	20.9	18.2	14.1
Rv3346c	-	258	-	27.8	23.1	39.0	35.6	25.9	30.0	38.3	35.0	39.9	36.5	38.5	50.7	34.1	30.6	25.6	27.3	27.8	19.4	37.8	41.0	21.9	26.5	82.1	64.7	77.8	60.7	82.3	80.5	118.3	97.4	65.5	99.6	59.5	72.9	71.8
Rv3347c	PPE55	9474	-	40.0	31.7	37.8	47.1	42.4	45.8	45.2	49.4	42.5	41.2	41.2	34.3	26.3	30.7	38.0	38.7	39.0	34.5	38.3	43.1	63.2	70.1	87.0	88.6	84.9	97.8	93.4	95.4	113.2	100.4	75.3	101.4	92.8	78.7	90.3
Rv3348	-	492	+	14.8	22.6	20.0	29.6	31.3	28.6	26.0	22.6	17.6	43.4	48.3	37.2	20.3	20.4	19.1	20.1	17.9	15.5	23.3	24.2	24.1	16.8	34.1	37.6	38.6	26.9	30.4	30.6	62.0	19.9	33.1	28.2	35.9	36.9	31.9
Rv3349c	-	741	-	10.7	14.8	12.2	14.8	11.4	10.8	19.2	20.3	15.2	16.4	12.7	17.7	15.5	14.3	8.6	9.5	8.1	8.2	9.1	14.7	35.6	45.1	18.9	21.3	24.1	25.1	23.5	23.4	29.2	33.9	19.7	22.1	26.2	22.2	15.4
Rv3350c	PPE56	11151	-	10.2	9.5	11.7	14.2	14.0	13.8	13.3	14.8	13.2	18.2	19.1	16.0	9.8	10.7	10.5	12.4	11.5	12.8	19.6	19.9	21.7	20.3	31.9	32.0	31.8	35.5	34.6	34.8	36.0	38.1	32.1	36.3	36.4	31.1	32.5
Rv3351c	-	795	-	7.8	7.9	3.0	5.6	5.3	4.3	4.6	4.7	7.2	9.9	10.4	5.5	4.8	1.9	0.6	0.9	3.1	1.4	7.7	5.7	3.7	4.0	11.6	9.1	8.7	12.2	9.9	13.0	17.6	19.2	14.6	12.3	11.4	11.2	14.0
Rv3352c	-	372	-	8.7	9.1	4.3	8.5	15.5	8.3	8.0	5.9	10.0	16.8	19.9	18.9	2.0	3.7	2.2	3.4	3.9	4.3	15.8	18.8	5.3	6.3	37.5	30.0	30.9	24.4	24.8	32.4	42.6	42.7	28.2	39.0	32.9	27.7	38.7
Rv3353c	-	261	-	23.7	18.6	9.1	17.7	20.5	11.2	14.8	10.4	11.9	23.9	18.1	11.6	2.7	2.5	2.7	2.9	5.3	4.9	31.9	32.5	9.8	8.1	48.3	39.3	40.7	31.9	37.6	44.9	37.4	65.5	52.2	59.4	40.8	23.6	44.4
Rv3354	-	390	+	216.8	488.9	384.9	61.8	45.0	29.6	26.3	60.8	44.9	28.5	32.6	21.6	29.2	12.9	11.0	70.0	52.3	131.4	91.4	70.5	72.2	65.2	51.2	61.3	84.0	149.0	141.4	193.2	55.1	321.1	185.3	225.5	55.0	72.0	62.9
Rv3355c	-	294	-	33.7	33.1	35.9	47.7	37.7	42.7	45.0	36.9	39.3	55.8	57.3	69.1	35.9	42.0	40.3	44.9	45.0	34.7	38.6	42.8	35.7	36.3	98.1	98.7	93.6	73.9	99.2	89.1	176.1	119.9	96.4	113.5	106.9	132.3	100.4
Rv3356c	folD	846	-	93.9	80.4	70.6	111.6	100.8	106.9	122.2	97.2	113.9	140.1	137.6	135.5	70.2	91.6	88.3	115.7	123.3	134.8	130.2	133.3	73.4	61.1	210.5	222.3	238.9	192.6	196.7	221.7	368.5	216.8	215.4	230.5	220.2	232.7	225.3
Rv3357	-	276	+	9.3	6.9	4.3	8.5	6.9	9.1	3.9	9.2	4.8	7.3	6.2	8.9	4.7	3.0	0.6	6.4	6.5	8.0	12.4	10.2	16.8	9.8	15.2	10.3	10.7	10.1	3.9	9.0	8.8	12.9	14.7	10.3	15.3	8.4	9.6
Rv3358	-	258	+	13.2	12.1	8.1	14.7	8.0	16.6	5.4	8.2	4.5	9.8	11.2	8.5	9.9	4.8	5.3	13.1	20.1	16.6	19.0	15.3	19.1	11.8	18.4	20.4	19.0	13.0	14.1	18.2	14.8	26.6	31.3	20.3	23.7	17.7	19.6
Rv3359	-	1191	+	10.7	14.6	11.2	13.9	11.9	12.5	7.6	14.9	9.4	13.2	14.4	14.3	17.1	12.8	10.6	19.1	22.9	25.4	14.5	16.0	16.3	9.1	30.3	28.5	30.4	30.9	38.3	37.0	28.1	29.8	29.6	19.6	24.0	38.9	19.9
Rv3360	-	369	+	16.1	19.7	16.2	18.5	16.2	15.8	7.6	12.3	8.5	39.8	29.1	33.3	15.4	20.0	12.1	51.6	45.4	54.5	63.0	61.6	22.3	24.1	114.1	114.0	105.9	112.5	95.7	106.4	107.5	88.8	81.7	78.4	118.6	133.6	113.7
Rv3361c	-	552	-	44.9	27.5	43.3	68.7	67.0	74.6	86.4	81.3	68.8	93.8	95.6	116.7	58.6	65.8	76.8	50.8	43.3	37.2	71.2	60.1	94.9	98.9	106.1	105.6	121.1	110.9	115.6	109.2	128.5	153.8	115.1	161.1	125.5	124.2	119.4
Rv3362c	-	582	-	79.5	54.9	59.6	107.1	117.4	92.7	130.6	107.1	113.3	117.4	130.7	123.6	65.9	89.0	94.7	77.8	54.6	61.7	89.5	91.9	149.0	176.9	139.4	135.5	154.9	173.5	160.8	165.9	173.2	247.3	199.6	251.7	156.3	146.5	150.4
Rv3363c	-	369	-	58.2	45.2	50.7	89.6	93.2	90.5	113.0	105.0	106.9	101.3	112.5	108.0	80.4	83.0	89.0	64.1	60.1	65.7	82.7	77.1	110.8	126.2	115.9	109.9	126.6	122.2	138.7	136.3	131.5	181.2	155.2	218.2	126.3	131.2	114.9
Rv3364c	-	393	-	87.3	40.1	51.6	121.8	115.1	127.0	143.0	155.1	112.9	133.4	128.7	150.9	89.2	123.2	134.4	92.4	86.2	114.2	89.0	89.1	136.2	147.5	190.4	138.8	177.7	167.3	174.7	199.8	186.4	244.7	194.6	238.1	178.2	159.8	160.8
Rv3365c	-	2631	-	134.4	78.6	121.7	159.2	163.8	162.2	202.3	197.3	172.2	179.1	179.2	201.0	166.9	172.0	183.2	129.3	132.2	119.5	112.5	114.4	206.4	205.5	214.9	233.6	225.4	270.2	277.3	259.3	247.1	366.8	304.9	377.1	251.9	268.0	233.9
Rv3366	spoU	465	+	44.1	32.6	39.7	57.2	40.8	42.7	36.3	28.0	25.9	66.2	62.2	58.7	25.6	22.7	19.6	7.2	7.9	7.9	53.8	61.9	21.2	9.6	644.1	702.8	729.1	719.4	693.1	830.5	1095.9	706.9	841.3	579.2	699.8	756.8	788.4
Rv3367	PE_PGRS51	1767	+	43.3	41.5	40.1	45.0	45.2	46.1	36.7	35.3	41.4	62.8	60.4	71.7	49.5	49.6	45.9	64.9	69.9	78.2	42.5	37.4	32.7	30.8	73.7	91.2	88.6	81.4	94.2	91.8	130.7	72.5	99.1	80.9	100.3	97.4	91.1
Rv3368c	-	645	-	48.5	40.1	45.8	37.2	32.8	41.2	35.8	43.3	34.4	48.4	50.5	64.4	29.0	24.2	28.6	17.1	22.0	23.2	52.0	48.2	46.0	31.4	93.9	80.9	83.0	83.6	90.7	104.8	99.9	118.8	87.3	103.9	75.4	70.0	79.5
Rv3369	-	435	+	79.7	70.5	64.5	58.1	58.4	61.1	43.5	36.1	34.1	65.6	67.3	80.2	41.4	36.7	33.9	27.1	34.4	42.0	71.4	77.2	26.3	28.1	143.6	157.6	176.4	204.2	195.2	184.2	152.9	115.4	194.4	131.2	137.3	139.1	122.4
Rv3370c	dnaE2	3276	-	12.1	8.4	9.6	10.2	11.2	10.9	13.0	11.1	9.5	14.6	14.2	16.9	19.2	18.5	23.2	79.7	96.7	87.6	11.5	12.5	32.4	36.1	30.8	33.0	35.2	39.2	40.1	44.0	45.7	27.7	22.9	29.4	54.4	52.5	44.6
Rv3371	-	1341	+	59.0	65.7	66.3	66.8	59.9	69.6	88.3	88.0	93.2	55.5	58.8	62.4	140.6	123.4	128.4	182.3	194.6	166.7	23.7	22.8	149.7	193.3	64.8	60.4	74.1	107.3	106.3	102.4	83.8	97.8	78.2	94.8	72.5	89.6	84.0
Rv3372	otsB2	1176	+	45.1	43.7	45.9	73.7	72.3	69.3	49.2	42.9	43.7	99.1	105.6	94.5	50.0	57.3	56.5	51.8	52.1	49.0	54.9	54.1	39.9	43.6	91.9	101.2	113.4	78.3	89.4	91.8	159.1	75.5	98.6	77.5	123.4	145.7	100.1
Rv3373	echA18	642	+	32.6	41.5	39.5	42.2	45.1	47.8	41.8	40.7	31.5	60.8	58.4	59.7	44.1	33.5	24.5	21.2	16.5	21.8	64.4	58.5	23.6	18.6	95.9	101.2	107.8	62.1	71.3	69.2	100.9	62.6	87.8	71.0	104.4	102.4	98.7
Rv3374	echA18.1	249	+	30.6	45.8	33.6	40.8	49.9	45.2	29.1	22.9	22.6	55.0	51.5	61.2	42.1	25.9	20.1	23.6	6.2	15.6	40.5	43.4	22.9	22.5	73.5	86.7	87.9	50.7	59.0	47.3	77.9	53.4	62.9	48.7	110.5	98.1	77.9
Rv3375	amiD	1428	+	19.8	21.5	23.0	36.4	32.3	34.4	16.0	18.3	14.8	48.5	48.2	45.0	28.6	22.6	14.8	11.5	15.6	12.9	40.6	42.0	17.7	12.6	64.0	74.5	74.1	47.7	52.0	43.4	74.3	42.6	56.8	43.0	82.3	94.9	81.2
